SEP=,
FROM,TO,DEMAND
Winterthur Deutweg S�d,Winterthur Gr�ze Nordwest,0.381337737
Winterthur Deutweg S�d,Winterthur Gr�ze Zentrum,1.462493208
Winterthur Deutweg S�d,Winterthur Gr�ze Nordost,0.292664856
Winterthur Deutweg S�d,Winterthur Gr�ze Ost,0.346141427
Winterthur Deutweg S�d,Winterthur Hegmatten,1.495830047
Winterthur Deutweg S�d,Winterthur Hegi Nord,1.255272178
Winterthur Deutweg S�d,Winterthur Hegi S�d,0.423378409
Winterthur Deutweg S�d,Winterthur Zinzikon,0.755918989
Winterthur Deutweg S�d,Winterthur Reutlingen,0.175169238
Winterthur Deutweg S�d,Winterthur Stadel,0.083954581
Winterthur Deutweg S�d,Winterthur Ricketwil,0.034983971
Winterthur Deutweg S�d,Winterthur Waser,3.799730357
Winterthur Deutweg S�d,Winterthur B�elwiesen,2.638349194
Winterthur Deutweg S�d,Winterthur Waldegg,1.087033478
Winterthur Deutweg S�d,Winterthur Ganzenb�hl West,0.572047106
Winterthur Deutweg S�d,Winterthur Ganzenb�hl Ost,1.006035193
Winterthur Deutweg S�d,Winterthur Sonnenberg,0.488260253
Winterthur Deutweg S�d,Winterthur Oberseen,1.631726924
Winterthur Deutweg S�d,Winterthur Gotzenwil,0.20117626
Winterthur Deutweg S�d,Winterthur Eidberg,0.052132035
Winterthur Deutweg S�d,Winterthur Iberg,0.318739927
Winterthur Deutweg S�d,Winterthur Sennhof,0.302443677
Winterthur Deutweg S�d,Winterthur Schlosstal West,0.242839105
Winterthur Deutweg S�d,Winterthur Schlosstal S�d,0.501493402
Winterthur Deutweg S�d,Winterthur Schlosstal Nord,0.533289466
Winterthur Deutweg S�d,Winterthur Schlosstal Ost,1.361577698
Winterthur Deutweg S�d,Winterthur D�ttnau Nord,0.408298493
Winterthur Deutweg S�d,Winterthur D�ttnau S�d,0.878290447
Winterthur Deutweg S�d,Winterthur Eichliacker West,0.408838134
Winterthur Deutweg S�d,Winterthur Eichliacker S�d,0.548225556
Winterthur Deutweg S�d,Winterthur Eichliacker Mitte,0.854744619
Winterthur Deutweg S�d,Winterthur Eichliacker Nord,1.551139355
Winterthur Deutweg S�d,Winterthur Eichliacker Ost,0.616382211
Winterthur Deutweg S�d,Winterthur Rossberg,0.080005319
Winterthur Deutweg S�d,Winterthur Rosenberg Ost,0.936673228
Winterthur Deutweg S�d,Winterthur Rosenberg S�d,1.204761112
Winterthur Deutweg S�d,Winterthur Rosenberg Nord,0.743367934
Winterthur Deutweg S�d,Winterthur Rosenberg West,0.754689185
Winterthur Deutweg S�d,Winterthur Blumenau Nord,0.859269372
Winterthur Deutweg S�d,Winterthur Blumenau S�d,1.46676731
Winterthur Deutweg S�d,Winterthur Blumenau Ost,1.067305077
Winterthur Deutweg S�d,Winterthur Weinberg Nord,0.197651098
Winterthur Deutweg S�d,Winterthur Weinberg S�d,0.5778842
Winterthur Deutweg S�d,Winterthur Oberfeld Nord,0.325450084
Winterthur Deutweg S�d,Winterthur Oberfeld West,0.295467889
Winterthur Deutweg S�d,Winterthur Oberfeld Ost,0.736543511
Winterthur Deutweg S�d,Winterthur Oberfeld S�dwest,0.493440721
Winterthur Deutweg S�d,Winterthur Oberfeld S�dost,0.277516012
Winterthur Deutweg S�d,Winterthur Oberfeld Mitte,0.552385149
Winterthur Deutweg S�d,Winterthur Lindenplatz Nord,0.845189188
Winterthur Deutweg S�d,Winterthur Lindenplatz S�d,0.400279405
Winterthur Deutweg S�d,Winterthur Lindenplatz Ost,0.488599935
Winterthur Deutweg S�d,Winterthur Niederfeld,0.802853285
Winterthur Deutweg S�d,Winterthur Neuburg,0.065163691
Winterthur Deutweg S�d,Winterthur Hardau,0.088571334
Winterthur Deutweg S�d,Winterthur H�rti Nord,0.427210511
Winterthur Deutweg S�d,Winterthur H�rti S�d,0.914225271
Winterthur Deutweg S�d,Winterthur Taggenberg Nord,0.078184905
Winterthur Deutweg S�d,Winterthur Taggenberg S�d,0.185438954
Winterthur Deutweg S�d,Winterthur Deutweg S�d,0
Winterthur Deutweg S�d,Winterthur Deutweg West,5.327564631
Winterthur Deutweg S�d,Winterthur Deutweg Ost,0
Winterthur Deutweg S�d,Winterthur Deutweg Nordwest,3.999030508
Winterthur Deutweg S�d,Winterthur Deutweg Nordost,1.273582114
Winterthur Deutweg S�d,Winterthur Gutschick,2.704768739
Winterthur Deutweg S�d,Winterthur Endliker,1.96381038
Winterthur Deutweg S�d,Zell (ZH) Nord,0.001926328
Winterthur Deutweg S�d,Zell (ZH) West,0.566385943
Winterthur Deutweg S�d,Zell (ZH) S�d,0.405374239
Winterthur Deutweg S�d,Zell (ZH) Ost,0.000832319
Winterthur Deutweg S�d,Gachnang,1.150420107
Winterthur Deutweg West,Buch am Irchel West,0.079859064
Winterthur Deutweg West,Buch am Irchel Ost,0.014725851
Winterthur Deutweg West,Bassersdorf Nord,0.03849572
Winterthur Deutweg West,N�rensdorf S�d,0.227001853
Winterthur Deutweg West,N�rensdorf Nord,0.235596357
Winterthur Deutweg West,N�rensdorf Ost,0.128014854
Winterthur Deutweg West,Oberembrach Ost,0.009430633
Winterthur Deutweg West,Kyburg Ost,0.084652941
Winterthur Deutweg West,Kyburg West,0.082589079
Winterthur Deutweg West,Lindau Nord,0.207345943
Winterthur Deutweg West,Lindau Kemptthal,0.555040041
Winterthur Deutweg West,Lindau Zentrum,0.140594581
Winterthur Deutweg West,Weisslingen Nord,0.011893396
Winterthur Deutweg West,Bertschikon Nord,0.036249625
Winterthur Deutweg West,Bertschikon West,0.017887179
Winterthur Deutweg West,Bertschikon Ost,0.001748969
Winterthur Deutweg West,Br�tten,0.590031668
Winterthur Deutweg West,D�gerlen S�d,0.184071555
Winterthur Deutweg West,D�ttlikon,0.127706148
Winterthur Deutweg West,Dinhard Ost,0.114697348
Winterthur Deutweg West,Dinhard S�d,0.139561369
Winterthur Deutweg West,Ellikon an der Thur,0.153364194
Winterthur Deutweg West,Elsau Nord,0.017850976
Winterthur Deutweg West,Elsau West,1.666356166
Winterthur Deutweg West,Elsau S�d,0.379346872
Winterthur Deutweg West,Hettlingen West,0.622143076
Winterthur Deutweg West,Hettlingen Ost,0.344752729
Winterthur Deutweg West,Hofstetten (ZH) Nord,0.047674794
Winterthur Deutweg West,Hofstetten (ZH) S�d,0.003620103
Winterthur Deutweg West,Neftenbach West,0.026289395
Winterthur Deutweg West,Neftenbach Nordost,0.222567233
Winterthur Deutweg West,Neftenbach Ost,1.404387223
Winterthur Deutweg West,Neftenbach S�d,0.182111387
Winterthur Deutweg West,Pfungen,1.249122137
Winterthur Deutweg West,Rickenbach (ZH) S�d,0.392704896
Winterthur Deutweg West,Rickenbach (ZH) Nord,0.196582557
Winterthur Deutweg West,Schlatt Ost,0.208451073
Winterthur Deutweg West,Schlatt West,0.014993146
Winterthur Deutweg West,Seuzach West,0.890938608
Winterthur Deutweg West,Seuzach Nord,1.278735169
Winterthur Deutweg West,Seuzach S�d,0.719420589
Winterthur Deutweg West,Wiesendangen Nord,0.087879462
Winterthur Deutweg West,Wiesendangen West,0.790171077
Winterthur Deutweg West,Wiesendangen Ost,0.521982875
Winterthur Deutweg West,Wiesendangen Menzengr�t,0.000992247
Winterthur Deutweg West,Winterthur Altstadt Nord,11.26714168
Winterthur Deutweg West,Winterthur Altstadt West,32.02755858
Winterthur Deutweg West,Winterthur Altstadt Mitte,16.80253618
Winterthur Deutweg West,Winterthur Altstadt Ost,7.988510745
Winterthur Deutweg West,Winterthur Lind Nord,0.954037418
Winterthur Deutweg West,Winterthur Lind Mitte,2.430589243
Winterthur Deutweg West,Winterthur Lind S�dwest,3.174654668
Winterthur Deutweg West,Winterthur Lind S�dost,5.194868993
Winterthur Deutweg West,Winterthur Lind Ost,1.285806818
Winterthur Deutweg West,Winterthur Heiligberg Nord,16.65591227
Winterthur Deutweg West,Winterthur Heiligberg West,0.757363672
Winterthur Deutweg West,Winterthur Heiligberg Ost,0
Winterthur Deutweg West,Winterthur Heiligberg S�d,0.84068204
Winterthur Deutweg West,Winterthur T�ssfeld Nord,2.548867803
Winterthur Deutweg West,Winterthur T�ssfeld S�d,1.053708534
Winterthur Deutweg West,Winterthur T�ssfeld Ost,1.219977356
Winterthur Deutweg West,Winterthur Br�hlberg West,0.683444607
Winterthur Deutweg West,Winterthur Br�hlberg Ost,1.44735684
Winterthur Deutweg West,Winterthur Neuwiesen S�d,1.060162647
Winterthur Deutweg West,Winterthur Neuwiesen West,1.064594416
Winterthur Deutweg West,Winterthur Neuwiesen Ost,11.74202228
Winterthur Deutweg West,Winterthur Neuwiesen Nord,1.860202939
Winterthur Deutweg West,Winterthur Talacker Nord,0.336731376
Winterthur Deutweg West,Winterthur Talacker Ost,1.532284222
Winterthur Deutweg West,Winterthur Talacker S�d,1.080234961
Winterthur Deutweg West,Winterthur Talacker Zentrum,0.611180642
Winterthur Deutweg West,Winterthur Guggenb�hl West,1.145199685
Winterthur Deutweg West,Winterthur Guggenb�hl Ost,0.988850987
Winterthur Deutweg West,Winterthur Gr�ze West,0.502704449
Winterthur Deutweg West,Winterthur Gr�ze S�d,1.9032818
Winterthur Deutweg West,Winterthur Gr�ze S�dost,2.279463064
Winterthur Deutweg West,Winterthur Gr�ze Nordwest,0.465625336
Winterthur Deutweg West,Winterthur Gr�ze Zentrum,2.572592947
Winterthur Deutweg West,Winterthur Gr�ze Nordost,0.536338525
Winterthur Deutweg West,Winterthur Gr�ze Ost,0.605622505
Winterthur Deutweg West,Winterthur Hegmatten,1.716183601
Winterthur Deutweg West,Winterthur Hegi Nord,1.176523809
Winterthur Deutweg West,Winterthur Hegi S�d,0.401212248
Winterthur Deutweg West,Winterthur Zinzikon,0.798370464
Winterthur Deutweg West,Winterthur Reutlingen,0.213630724
Winterthur Deutweg West,Winterthur Stadel,0.10142378
Winterthur Deutweg West,Winterthur Ricketwil,0.035441056
Winterthur Deutweg West,Winterthur Waser,7.993159263
Winterthur Deutweg West,Winterthur B�elwiesen,7.778691996
Winterthur Deutweg West,Winterthur Waldegg,3.224537063
Winterthur Deutweg West,Winterthur Ganzenb�hl West,1.687179364
Winterthur Deutweg West,Winterthur Ganzenb�hl Ost,2.489934138
Winterthur Deutweg West,Winterthur Sonnenberg,1.426937742
Winterthur Deutweg West,Winterthur Oberseen,1.438904224
Winterthur Deutweg West,Winterthur Gotzenwil,0.557242545
Winterthur Deutweg West,Winterthur Eidberg,0.207946285
Winterthur Deutweg West,Winterthur Iberg,0.903465511
Winterthur Deutweg West,Winterthur Sennhof,0.54373487
Winterthur Deutweg West,Winterthur Schlosstal West,0.250508985
Winterthur Deutweg West,Winterthur Schlosstal S�d,0.422318757
Winterthur Deutweg West,Winterthur Schlosstal Nord,0.550366881
Winterthur Deutweg West,Winterthur Schlosstal Ost,1.244052602
Winterthur Deutweg West,Winterthur D�ttnau Nord,0.437630689
Winterthur Deutweg West,Winterthur D�ttnau S�d,0.680359222
Winterthur Deutweg West,Winterthur Eichliacker West,0.312428441
Winterthur Deutweg West,Winterthur Eichliacker S�d,0.582108335
Winterthur Deutweg West,Winterthur Eichliacker Mitte,0.733843805
Winterthur Deutweg West,Winterthur Eichliacker Nord,1.310903175
Winterthur Deutweg West,Winterthur Eichliacker Ost,0.897417796
Winterthur Deutweg West,Winterthur Rossberg,0.062394891
Winterthur Deutweg West,Winterthur Rosenberg Ost,0.918322782
Winterthur Deutweg West,Winterthur Rosenberg S�d,1.24951064
Winterthur Deutweg West,Winterthur Rosenberg Nord,0.721608977
Winterthur Deutweg West,Winterthur Rosenberg West,0.639891394
Winterthur Deutweg West,Winterthur Blumenau Nord,1.481765516
Winterthur Deutweg West,Winterthur Blumenau S�d,2.522397805
Winterthur Deutweg West,Winterthur Blumenau Ost,1.845524019
Winterthur Deutweg West,Winterthur Weinberg Nord,0.337956572
Winterthur Deutweg West,Winterthur Weinberg S�d,0.9872733
Winterthur Deutweg West,Winterthur Oberfeld Nord,0.551884116
Winterthur Deutweg West,Winterthur Oberfeld West,0.306526172
Winterthur Deutweg West,Winterthur Oberfeld Ost,1.25309349
Winterthur Deutweg West,Winterthur Oberfeld S�dwest,0.508665468
Winterthur Deutweg West,Winterthur Oberfeld S�dost,0.285952488
Winterthur Deutweg West,Winterthur Oberfeld Mitte,0.932033174
Winterthur Deutweg West,Winterthur Lindenplatz Nord,1.182920963
Winterthur Deutweg West,Winterthur Lindenplatz S�d,0.554220507
Winterthur Deutweg West,Winterthur Lindenplatz Ost,0.710113296
Winterthur Deutweg West,Winterthur Niederfeld,1.145393801
Winterthur Deutweg West,Winterthur Neuburg,0.066549675
Winterthur Deutweg West,Winterthur Hardau,0.13220029
Winterthur Deutweg West,Winterthur H�rti Nord,0.603355216
Winterthur Deutweg West,Winterthur H�rti S�d,1.262980249
Winterthur Deutweg West,Winterthur Taggenberg Nord,0.128780205
Winterthur Deutweg West,Winterthur Taggenberg S�d,0.30883217
Winterthur Deutweg West,Winterthur Deutweg S�d,0
Winterthur Deutweg West,Winterthur Deutweg West,0
Winterthur Deutweg West,Winterthur Deutweg Ost,8.268757839
Winterthur Deutweg West,Winterthur Deutweg Nordwest,0
Winterthur Deutweg West,Winterthur Deutweg Nordost,3.881761454
Winterthur Deutweg West,Winterthur Gutschick,8.110720548
Winterthur Deutweg West,Winterthur Endliker,5.947194393
Winterthur Deutweg West,Zell (ZH) Nord,0.00594376
Winterthur Deutweg West,Zell (ZH) West,1.012504997
Winterthur Deutweg West,Zell (ZH) S�d,0.722954759
Winterthur Deutweg West,Zell (ZH) Ost,0.002556938
Winterthur Deutweg West,Gachnang,1.382037423
Winterthur Deutweg Ost,Buch am Irchel West,0.147635817
Winterthur Deutweg Ost,Buch am Irchel Ost,0.02731581
Winterthur Deutweg Ost,Bassersdorf Nord,0.071578888
Winterthur Deutweg Ost,N�rensdorf S�d,0.421063329
Winterthur Deutweg Ost,N�rensdorf Nord,0.437088913
Winterthur Deutweg Ost,N�rensdorf Ost,0.237238094
Winterthur Deutweg Ost,Oberembrach Ost,0.017750372
Winterthur Deutweg Ost,Kyburg Ost,0.223829367
Winterthur Deutweg Ost,Kyburg West,0.2184307
Winterthur Deutweg Ost,Lindau Nord,0.383885916
Winterthur Deutweg Ost,Lindau Kemptthal,1.027743759
Winterthur Deutweg Ost,Lindau Zentrum,0.260909118
Winterthur Deutweg Ost,Weisslingen Nord,0.031457864
Winterthur Deutweg Ost,Bertschikon Nord,0.070025331
Winterthur Deutweg Ost,Bertschikon West,0.034489999
Winterthur Deutweg Ost,Bertschikon Ost,0.003411717
Winterthur Deutweg Ost,Br�tten,1.092577917
Winterthur Deutweg Ost,D�gerlen S�d,0.328119163
Winterthur Deutweg Ost,D�ttlikon,0.236081501
Winterthur Deutweg Ost,Dinhard Ost,0.220025316
Winterthur Deutweg Ost,Dinhard S�d,0.26064814
Winterthur Deutweg Ost,Ellikon an der Thur,0.296265202
Winterthur Deutweg Ost,Elsau Nord,0.033298253
Winterthur Deutweg Ost,Elsau West,3.209408612
Winterthur Deutweg Ost,Elsau S�d,0.716246816
Winterthur Deutweg Ost,Hettlingen West,1.144586256
Winterthur Deutweg Ost,Hettlingen Ost,0.612764483
Winterthur Deutweg Ost,Hofstetten (ZH) Nord,0.089262067
Winterthur Deutweg Ost,Hofstetten (ZH) S�d,0.006978092
Winterthur Deutweg Ost,Neftenbach West,0.048858678
Winterthur Deutweg Ost,Neftenbach Nordost,0.413621792
Winterthur Deutweg Ost,Neftenbach Ost,2.591829513
Winterthur Deutweg Ost,Neftenbach S�d,0.333193283
Winterthur Deutweg Ost,Pfungen,2.307953194
Winterthur Deutweg Ost,Rickenbach (ZH) S�d,0.755507051
Winterthur Deutweg Ost,Rickenbach (ZH) Nord,0.378626337
Winterthur Deutweg Ost,Schlatt Ost,0.388334598
Winterthur Deutweg Ost,Schlatt West,0.039526379
Winterthur Deutweg Ost,Seuzach West,1.604658108
Winterthur Deutweg Ost,Seuzach Nord,2.44417821
Winterthur Deutweg Ost,Seuzach S�d,1.33969449
Winterthur Deutweg Ost,Wiesendangen Nord,0.169649205
Winterthur Deutweg Ost,Wiesendangen West,1.525251975
Winterthur Deutweg Ost,Wiesendangen Ost,1.00564885
Winterthur Deutweg Ost,Wiesendangen Menzengr�t,0.001919273
Winterthur Deutweg Ost,Winterthur Altstadt Nord,20.19425543
Winterthur Deutweg Ost,Winterthur Altstadt West,52.74838726
Winterthur Deutweg Ost,Winterthur Altstadt Mitte,29.73727012
Winterthur Deutweg Ost,Winterthur Altstadt Ost,14.28264297
Winterthur Deutweg Ost,Winterthur Lind Nord,1.753798915
Winterthur Deutweg Ost,Winterthur Lind Mitte,4.458788705
Winterthur Deutweg Ost,Winterthur Lind S�dwest,5.81567824
Winterthur Deutweg Ost,Winterthur Lind S�dost,9.682108957
Winterthur Deutweg Ost,Winterthur Lind Ost,2.388032357
Winterthur Deutweg Ost,Winterthur Heiligberg Nord,29.07053914
Winterthur Deutweg Ost,Winterthur Heiligberg West,1.388315957
Winterthur Deutweg Ost,Winterthur Heiligberg Ost,3.919294767
Winterthur Deutweg Ost,Winterthur Heiligberg S�d,1.542302619
Winterthur Deutweg Ost,Winterthur T�ssfeld Nord,4.603329366
Winterthur Deutweg Ost,Winterthur T�ssfeld S�d,1.931590527
Winterthur Deutweg Ost,Winterthur T�ssfeld Ost,2.20654252
Winterthur Deutweg Ost,Winterthur Br�hlberg West,1.2345813
Winterthur Deutweg Ost,Winterthur Br�hlberg Ost,2.613420094
Winterthur Deutweg Ost,Winterthur Neuwiesen S�d,1.913143293
Winterthur Deutweg Ost,Winterthur Neuwiesen West,1.93052841
Winterthur Deutweg Ost,Winterthur Neuwiesen Ost,20.92458888
Winterthur Deutweg Ost,Winterthur Neuwiesen Nord,3.398866234
Winterthur Deutweg Ost,Winterthur Talacker Nord,0.640269821
Winterthur Deutweg Ost,Winterthur Talacker Ost,2.909843469
Winterthur Deutweg Ost,Winterthur Talacker S�d,2.053542426
Winterthur Deutweg Ost,Winterthur Talacker Zentrum,1.159984453
Winterthur Deutweg Ost,Winterthur Guggenb�hl West,2.178808276
Winterthur Deutweg Ost,Winterthur Guggenb�hl Ost,1.886710695
Winterthur Deutweg Ost,Winterthur Gr�ze West,0.95428843
Winterthur Deutweg Ost,Winterthur Gr�ze S�d,3.698623226
Winterthur Deutweg Ost,Winterthur Gr�ze S�dost,4.421079787
Winterthur Deutweg Ost,Winterthur Gr�ze Nordwest,0.991581695
Winterthur Deutweg Ost,Winterthur Gr�ze Zentrum,4.987062779
Winterthur Deutweg Ost,Winterthur Gr�ze Nordost,1.03499372
Winterthur Deutweg Ost,Winterthur Gr�ze Ost,1.179148293
Winterthur Deutweg Ost,Winterthur Hegmatten,3.275496736
Winterthur Deutweg Ost,Winterthur Hegi Nord,2.281818345
Winterthur Deutweg Ost,Winterthur Hegi S�d,0.758041764
Winterthur Deutweg Ost,Winterthur Zinzikon,1.524842189
Winterthur Deutweg Ost,Winterthur Reutlingen,0.40281839
Winterthur Deutweg Ost,Winterthur Stadel,0.19425585
Winterthur Deutweg Ost,Winterthur Ricketwil,0.066540362
Winterthur Deutweg Ost,Winterthur Waser,20.96815603
Winterthur Deutweg Ost,Winterthur B�elwiesen,20.73604509
Winterthur Deutweg Ost,Winterthur Waldegg,8.608644717
Winterthur Deutweg Ost,Winterthur Ganzenb�hl West,4.493714086
Winterthur Deutweg Ost,Winterthur Ganzenb�hl Ost,6.612238347
Winterthur Deutweg Ost,Winterthur Sonnenberg,3.795631273
Winterthur Deutweg Ost,Winterthur Oberseen,3.814856366
Winterthur Deutweg Ost,Winterthur Gotzenwil,1.454207514
Winterthur Deutweg Ost,Winterthur Eidberg,0.550166816
Winterthur Deutweg Ost,Winterthur Iberg,2.392392327
Winterthur Deutweg Ost,Winterthur Sennhof,1.439976003
Winterthur Deutweg Ost,Winterthur Schlosstal West,0.457253233
Winterthur Deutweg Ost,Winterthur Schlosstal S�d,0.772006379
Winterthur Deutweg Ost,Winterthur Schlosstal Nord,1.004279562
Winterthur Deutweg Ost,Winterthur Schlosstal Ost,2.276762557
Winterthur Deutweg Ost,Winterthur D�ttnau Nord,0.809986094
Winterthur Deutweg Ost,Winterthur D�ttnau S�d,1.249844307
Winterthur Deutweg Ost,Winterthur Eichliacker West,0.570541276
Winterthur Deutweg Ost,Winterthur Eichliacker S�d,1.061773097
Winterthur Deutweg Ost,Winterthur Eichliacker Mitte,1.340917064
Winterthur Deutweg Ost,Winterthur Eichliacker Nord,2.393275839
Winterthur Deutweg Ost,Winterthur Eichliacker Ost,1.628968807
Winterthur Deutweg Ost,Winterthur Rossberg,0.115866019
Winterthur Deutweg Ost,Winterthur Rosenberg Ost,1.676729753
Winterthur Deutweg Ost,Winterthur Rosenberg S�d,2.310139666
Winterthur Deutweg Ost,Winterthur Rosenberg Nord,1.319214203
Winterthur Deutweg Ost,Winterthur Rosenberg West,1.18484996
Winterthur Deutweg Ost,Winterthur Blumenau Nord,2.711654613
Winterthur Deutweg Ost,Winterthur Blumenau S�d,4.588573571
Winterthur Deutweg Ost,Winterthur Blumenau Ost,3.375056709
Winterthur Deutweg Ost,Winterthur Weinberg Nord,0.618409985
Winterthur Deutweg Ost,Winterthur Weinberg S�d,1.803820044
Winterthur Deutweg Ost,Winterthur Oberfeld Nord,1.004250689
Winterthur Deutweg Ost,Winterthur Oberfeld West,0.557554415
Winterthur Deutweg Ost,Winterthur Oberfeld Ost,2.280349734
Winterthur Deutweg Ost,Winterthur Oberfeld S�dwest,0.928985502
Winterthur Deutweg Ost,Winterthur Oberfeld S�dost,0.522432977
Winterthur Deutweg Ost,Winterthur Oberfeld Mitte,1.696715436
Winterthur Deutweg Ost,Winterthur Lindenplatz Nord,2.155373043
Winterthur Deutweg Ost,Winterthur Lindenplatz S�d,1.018831925
Winterthur Deutweg Ost,Winterthur Lindenplatz Ost,1.289672513
Winterthur Deutweg Ost,Winterthur Niederfeld,2.08482496
Winterthur Deutweg Ost,Winterthur Neuburg,0.121731917
Winterthur Deutweg Ost,Winterthur Hardau,0.241767231
Winterthur Deutweg Ost,Winterthur H�rti Nord,1.097313529
Winterthur Deutweg Ost,Winterthur H�rti S�d,2.305203653
Winterthur Deutweg Ost,Winterthur Taggenberg Nord,0.238738143
Winterthur Deutweg Ost,Winterthur Taggenberg S�d,0.566964647
Winterthur Deutweg Ost,Winterthur Deutweg S�d,0
Winterthur Deutweg Ost,Winterthur Deutweg West,8.699714944
Winterthur Deutweg Ost,Winterthur Deutweg Ost,0
Winterthur Deutweg Ost,Winterthur Deutweg Nordwest,20.68038217
Winterthur Deutweg Ost,Winterthur Deutweg Nordost,0
Winterthur Deutweg Ost,Winterthur Gutschick,21.66033997
Winterthur Deutweg Ost,Winterthur Endliker,15.95737872
Winterthur Deutweg Ost,Zell (ZH) Nord,0.015254629
Winterthur Deutweg Ost,Zell (ZH) West,2.677871593
Winterthur Deutweg Ost,Zell (ZH) S�d,1.911006281
Winterthur Deutweg Ost,Zell (ZH) Ost,0.00674821
Winterthur Deutweg Ost,Gachnang,2.675705651
Winterthur Deutweg Nordwest,Buch am Irchel West,0.197307574
Winterthur Deutweg Nordwest,Buch am Irchel Ost,0.036548767
Winterthur Deutweg Nordwest,Bassersdorf Nord,0.099569112
Winterthur Deutweg Nordwest,N�rensdorf S�d,0.587186687
Winterthur Deutweg Nordwest,N�rensdorf Nord,0.608138705
Winterthur Deutweg Nordwest,N�rensdorf Ost,0.320984697
Winterthur Deutweg Nordwest,Oberembrach Ost,0.024598819
Winterthur Deutweg Nordwest,Kyburg Ost,0.211533512
Winterthur Deutweg Nordwest,Kyburg West,0.205695683
Winterthur Deutweg Nordwest,Lindau Nord,0.522647011
Winterthur Deutweg Nordwest,Lindau Kemptthal,1.393437452
Winterthur Deutweg Nordwest,Lindau Zentrum,0.364131826
Winterthur Deutweg Nordwest,Weisslingen Nord,0.029625825
Winterthur Deutweg Nordwest,Bertschikon Nord,0.354725137
Winterthur Deutweg Nordwest,Bertschikon West,0.175713559
Winterthur Deutweg Nordwest,Bertschikon Ost,0.01696732
Winterthur Deutweg Nordwest,Br�tten,1.477975235
Winterthur Deutweg Nordwest,D�gerlen S�d,0.746539524
Winterthur Deutweg Nordwest,D�ttlikon,0.35650321
Winterthur Deutweg Nordwest,Dinhard Ost,0.307869254
Winterthur Deutweg Nordwest,Dinhard S�d,0.356144454
Winterthur Deutweg Nordwest,Ellikon an der Thur,0.416211662
Winterthur Deutweg Nordwest,Elsau Nord,0.065623829
Winterthur Deutweg Nordwest,Elsau West,6.847506334
Winterthur Deutweg Nordwest,Elsau S�d,1.167059508
Winterthur Deutweg Nordwest,Hettlingen West,2.479366057
Winterthur Deutweg Nordwest,Hettlingen Ost,1.375648446
Winterthur Deutweg Nordwest,Hofstetten (ZH) Nord,0.146310171
Winterthur Deutweg Nordwest,Hofstetten (ZH) S�d,0.010349008
Winterthur Deutweg Nordwest,Neftenbach West,0.065370175
Winterthur Deutweg Nordwest,Neftenbach Nordost,0.555594852
Winterthur Deutweg Nordwest,Neftenbach Ost,4.416262816
Winterthur Deutweg Nordwest,Neftenbach S�d,0.577117358
Winterthur Deutweg Nordwest,Pfungen,3.311425096
Winterthur Deutweg Nordwest,Rickenbach (ZH) S�d,1.064898754
Winterthur Deutweg Nordwest,Rickenbach (ZH) Nord,0.533040422
Winterthur Deutweg Nordwest,Schlatt Ost,0.635391805
Winterthur Deutweg Nordwest,Schlatt West,0.038714271
Winterthur Deutweg Nordwest,Seuzach West,3.571795586
Winterthur Deutweg Nordwest,Seuzach Nord,3.295044633
Winterthur Deutweg Nordwest,Seuzach S�d,1.811803295
Winterthur Deutweg Nordwest,Wiesendangen Nord,0.238685797
Winterthur Deutweg Nordwest,Wiesendangen West,1.939751083
Winterthur Deutweg Nordwest,Wiesendangen Ost,2.328871563
Winterthur Deutweg Nordwest,Wiesendangen Menzengr�t,0.009582149
Winterthur Deutweg Nordwest,Winterthur Altstadt Nord,31.16996096
Winterthur Deutweg Nordwest,Winterthur Altstadt West,86.89165265
Winterthur Deutweg Nordwest,Winterthur Altstadt Mitte,52.48743665
Winterthur Deutweg Nordwest,Winterthur Altstadt Ost,23.60727695
Winterthur Deutweg Nordwest,Winterthur Lind Nord,4.242016561
Winterthur Deutweg Nordwest,Winterthur Lind Mitte,12.51073396
Winterthur Deutweg Nordwest,Winterthur Lind S�dwest,16.73897831
Winterthur Deutweg Nordwest,Winterthur Lind S�dost,21.92631621
Winterthur Deutweg Nordwest,Winterthur Lind Ost,6.264651303
Winterthur Deutweg Nordwest,Winterthur Heiligberg Nord,42.05236195
Winterthur Deutweg Nordwest,Winterthur Heiligberg West,2.016617491
Winterthur Deutweg Nordwest,Winterthur Heiligberg Ost,2.612365814
Winterthur Deutweg Nordwest,Winterthur Heiligberg S�d,2.258512975
Winterthur Deutweg Nordwest,Winterthur T�ssfeld Nord,10.94650683
Winterthur Deutweg Nordwest,Winterthur T�ssfeld S�d,4.269154382
Winterthur Deutweg Nordwest,Winterthur T�ssfeld Ost,5.260786188
Winterthur Deutweg Nordwest,Winterthur Br�hlberg West,2.930429199
Winterthur Deutweg Nordwest,Winterthur Br�hlberg Ost,6.208957585
Winterthur Deutweg Nordwest,Winterthur Neuwiesen S�d,4.515790143
Winterthur Deutweg Nordwest,Winterthur Neuwiesen West,2.539093996
Winterthur Deutweg Nordwest,Winterthur Neuwiesen Ost,31.57406324
Winterthur Deutweg Nordwest,Winterthur Neuwiesen Nord,4.591523064
Winterthur Deutweg Nordwest,Winterthur Talacker Nord,1.626409149
Winterthur Deutweg Nordwest,Winterthur Talacker Ost,12.49456404
Winterthur Deutweg Nordwest,Winterthur Talacker S�d,8.796146256
